,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee,home goals,away goals
1156,Regular Season,Sun,2019-03-17,15:30,Eint Frankfurt,2.9,1 0,0.5,Nürnberg,51500.0,Commerzbank-Arena,Bibiana Steinhaus,1,0
1157,Regular Season,Sun,2019-03-17,18:00,Bayern Munich,2.3,6 0,0.3,Mainz 05,75000.0,Allianz Arena,Frank Willenborg,6,0
1158,Regular Season,Fri,2019-03-29,20:30,Hoffenheim,1.7,4 1,2.3,Leverkusen,28350.0,PreZero Arena,Harm Osmers,4,1
1159,Regular Season,Sat,2019-03-30,15:30,Dortmund,1.1,2 0,0.2,Wolfsburg,81365.0,Signal Iduna Park,Markus Schmidt,2,0
1160,Regular Season,Sat,2019-03-30,15:30,Freiburg,0.7,1 1,2.3,Bayern Munich,24000.0,Schwarzwald-Stadion,Christian Dingert,1,1
1161,Regular Season,Sat,2019-03-30,15:30,Düsseldorf,1.4,3 1,0.9,M'Gladbach,52500.0,Merkur Spielarena,Tobias Stieler,3,1
1162,Regular Season,Sat,2019-03-30,15:30,Nürnberg,1.2,3 0,0.9,Augsburg,42658.0,Max-Morlock-Stadion,Daniel Siebert,3,0
1163,Regular Season,Sat,2019-03-30,15:30,Werder Bremen,1.4,3 1,1.0,Mainz 05,40711.0,Weserstadion,Marco Fritz,3,1
1164,Regular Season,Sat,2019-03-30,18:30,RB Leipzig,3.8,5 0,0.9,Hertha BSC,41939.0,Red Bull Arena,Sören Storks,5,0
1165,Regular Season,Sun,2019-03-31,15:30,Hannover 96,1.0,0 1,0.5,Schalke 04,44500.0,HDI-Arena,Sven Jablonski,0,1
1166,Regular Season,Sun,2019-03-31,18:00,Eint Frankfurt,1.0,3 0,0.5,Stuttgart,51500.0,Commerzbank-Arena,Felix Brych,3,0
1167,Regular Season,Fri,2019-04-05,20:30,Mainz 05,1.6,5 0,1.4,Freiburg,27305.0,Opel Arena,Sven Jablonski,5,0
1168,Regular Season,Sat,2019-04-06,15:30,Schalke 04,0.7,1 2,2.2,Eint Frankfurt,61842.0,Veltins-Arena,Sascha Stegemann,1,2
1169,Regular Season,Sat,2019-04-06,15:30,Wolfsburg,1.5,3 1,1.0,Hannover 96,23512.0,Volkswagen Arena,Benjamin Cortus,3,1
1170,Regular Season,Sat,2019-04-06,15:30,Stuttgart,2.8,1 1,2.6,Nürnberg,58757.0,Mercedes-Benz Arena,Frank Willenborg,1,1
1171,Regular Season,Sat,2019-04-06,15:30,Hertha BSC,1.3,1 2,2.8,Düsseldorf,51604.0,Olympiastadion Berlin,Christian Dingert,1,2
1172,Regular Season,Sat,2019-04-06,15:30,Leverkusen,1.6,2 4,1.5,RB Leipzig,28845.0,BayArena,Tobias Welz,2,4
1173,Regular Season,Sat,2019-04-06,18:30,Bayern Munich,3.5,5 0,0.4,Dortmund,75000.0,Allianz Arena,Manuel Gräfe,5,0
1174,Regular Season,Sun,2019-04-07,15:30,Augsburg,0.4,0 4,2.7,Hoffenheim,27552.0,WWK Arena,Robert Schröder,0,4
1175,Regular Season,Sun,2019-04-07,18:00,M'Gladbach,1.4,1 1,0.8,Werder Bremen,54022.0,Stadion im Borussia-Park,Daniel Schlager,1,1
1176,Regular Season,Fri,2019-04-12,20:30,Nürnberg,1.9,1 1,1.2,Schalke 04,50000.0,Max-Morlock-Stadion,Robert Kampka,1,1
1177,Regular Season,Sat,2019-04-13,15:30,RB Leipzig,1.6,2 0,0.4,Wolfsburg,41212.0,Red Bull Arena,Daniel Siebert,2,0
1178,Regular Season,Sat,2019-04-13,15:30,Werder Bremen,1.5,2 1,0.7,Freiburg,42100.0,Weserstadion,Bibiana Steinhaus,2,1
1179,Regular Season,Sat,2019-04-13,15:30,Stuttgart,0.5,0 1,2.5,Leverkusen,53657.0,Mercedes-Benz Arena,Tobias Stieler,0,1
1180,Regular Season,Sat,2019-04-13,15:30,Hannover 96,0.8,0 1,1.9,M'Gladbach,40200.0,HDI-Arena,Felix Brych,0,1
1181,Regular Season,Sat,2019-04-13,18:30,Dortmund,1.4,2 1,3.2,Mainz 05,81365.0,Signal Iduna Park,Deniz Aytekin,2,1
1182,Regular Season,Sun,2019-04-14,13:30,Hoffenheim,3.2,2 0,0.4,Hertha BSC,28010.0,PreZero Arena,Martin Petersen,2,0
1183,Regular Season,Sun,2019-04-14,15:30,Düsseldorf,0.9,1 4,3.7,Bayern Munich,54600.0,Merkur Spielarena,Felix Zwayer,1,4
1184,Regular Season,Sun,2019-04-14,18:00,Eint Frankfurt,1.7,1 3,2.3,Augsburg,51000.0,Commerzbank-Arena,Bastian Dankert,1,3
1185,Regular Season,Sat,2019-04-20,15:30,Bayern Munich,2.7,1 0,0.2,Werder Bremen,75000.0,Allianz Arena,Tobias Welz,1,0
1186,Regular Season,Sat,2019-04-20,15:30,Augsburg,2.7,6 0,1.7,Stuttgart,30660.0,WWK Arena,Manuel Gräfe,6,0
1187,Regular Season,Sat,2019-04-20,15:30,Mainz 05,3.4,3 1,2.4,Düsseldorf,29205.0,Opel Arena,Markus Schmidt,3,1
1188,Regular Season,Sat,2019-04-20,15:30,Leverkusen,1.5,2 0,0.2,Nürnberg,26405.0,BayArena,Guido Winkmann,2,0
1189,Regular Season,Sat,2019-04-20,18:30,M'Gladbach,1.7,1 2,2.2,RB Leipzig,51757.0,Stadion im Borussia-Park,Harm Osmers,1,2
1190,Regular Season,Sat,2019-04-20,20:30,Schalke 04,1.9,2 5,1.9,Hoffenheim,58958.0,Veltins-Arena,Christian Dingert,2,5
1191,Regular Season,Sun,2019-04-21,15:30,Freiburg,0.6,0 4,2.8,Dortmund,24000.0,Schwarzwald-Stadion,Robert Hartmann,0,4
1192,Regular Season,Sun,2019-04-21,18:00,Hertha BSC,1.5,0 0,0.7,Hannover 96,38916.0,Olympiastadion Berlin,Sascha Stegemann,0,0
1193,Regular Season,Mon,2019-04-22,20:30,Wolfsburg,2.0,1 1,1.1,Eint Frankfurt,26102.0,Volkswagen Arena,Marco Fritz,1,1
1194,Regular Season,Fri,2019-04-26,20:30,Augsburg,0.3,1 4,2.2,Leverkusen,26404.0,WWK Arena,Frank Willenborg,1,4
1195,Regular Season,Sat,2019-04-27,15:30,Eint Frankfurt,1.2,0 0,1.5,Hertha BSC,51500.0,Commerzbank-Arena,Sven Jablonski,0,0
1196,Regular Season,Sat,2019-04-27,15:30,Dortmund,0.9,2 4,1.1,Schalke 04,80196.0,Signal Iduna Park,Felix Zwayer,2,4
1197,Regular Season,Sat,2019-04-27,15:30,Düsseldorf,1.9,4 1,2.7,Werder Bremen,52500.0,Merkur Spielarena,Benjamin Cortus,4,1
1198,Regular Season,Sat,2019-04-27,15:30,Hannover 96,1.0,1 0,2.2,Mainz 05,30400.0,HDI-Arena,Sören Storks,1,0
1199,Regular Season,Sat,2019-04-27,15:30,RB Leipzig,1.7,2 1,0.9,Freiburg,40826.0,Red Bull Arena,Robert Schröder,2,1
1200,Regular Season,Sat,2019-04-27,18:30,Stuttgart,1.5,1 0,1.5,M'Gladbach,56730.0,Mercedes-Benz Arena,Bastian Dankert,1,0
1201,Regular Season,Sun,2019-04-28,15:30,Hoffenheim,2.4,1 4,1.5,Wolfsburg,27725.0,PreZero Arena,Deniz Aytekin,1,4
1202,Regular Season,Sun,2019-04-28,18:00,Nürnberg,1.5,1 1,1.8,Bayern Munich,50000.0,Max-Morlock-Stadion,Tobias Stieler,1,1
1203,Regular Season,Fri,2019-05-03,20:30,Mainz 05,1.4,3 3,2.3,RB Leipzig,23805.0,Opel Arena,Bibiana Steinhaus,3,3
1204,Regular Season,Sat,2019-05-04,15:30,Bayern Munich,3.3,3 1,0.9,Hannover 96,75000.0,Allianz Arena,Christian Dingert,3,1
1205,Regular Season,Sat,2019-05-04,15:30,Wolfsburg,1.4,2 0,0.6,Nürnberg,22512.0,Volkswagen Arena,Daniel Siebert,2,0
1206,Regular Season,Sat,2019-05-04,15:30,M'Gladbach,1.2,2 2,3.0,Hoffenheim,51807.0,Stadion im Borussia-Park,Sascha Stegemann,2,2
1207,Regular Season,Sat,2019-05-04,15:30,Hertha BSC,2.3,3 1,1.4,Stuttgart,48668.0,Olympiastadion Berlin,Daniel Schlager,3,1
1208,Regular Season,Sat,2019-05-04,18:30,Werder Bremen,1.0,2 2,2.1,Dortmund,42100.0,Weserstadion,Marco Fritz,2,2
1209,Regular Season,Sun,2019-05-05,13:30,Schalke 04,1.4,0 0,0.3,Augsburg,59841.0,Veltins-Arena,Manuel Gräfe,0,0
1210,Regular Season,Sun,2019-05-05,15:30,Freiburg,1.0,1 1,0.8,Düsseldorf,24000.0,Schwarzwald-Stadion,Tobias Welz,1,1
1211,Regular Season,Sun,2019-05-05,18:00,Leverkusen,2.8,6 1,0.1,Eint Frankfurt,30210.0,BayArena,Robert Hartmann,6,1
1212,Regular Season,Sat,2019-05-11,15:30,Stuttgart,0.7,3 0,0.5,Wolfsburg,54068.0,Mercedes-Benz Arena,Felix Brych,3,0
1213,Regular Season,Sat,2019-05-11,15:30,Hoffenheim,2.3,0 1,0.8,Werder Bremen,30150.0,PreZero Arena,Bastian Dankert,0,1
1214,Regular Season,Sat,2019-05-11,15:30,Nürnberg,0.8,0 4,2.0,M'Gladbach,50000.0,Max-Morlock-Stadion,Frank Willenborg,0,4
1215,Regular Season,Sat,2019-05-11,15:30,Hannover 96,1.8,3 0,0.6,Freiburg,38100.0,HDI-Arena,Robert Hartmann,3,0
1216,Regular Season,Sat,2019-05-11,15:30,Leverkusen,1.8,1 1,1.4,Schalke 04,30210.0,BayArena,Deniz Aytekin,1,1
1217,Regular Season,Sat,2019-05-11,15:30,Augsburg,1.3,3 4,2.5,Hertha BSC,29307.0,WWK Arena,Guido Winkmann,3,4
1218,Regular Season,Sat,2019-05-11,15:30,RB Leipzig,0.6,0 0,1.3,Bayern Munich,41939.0,Red Bull Arena,Manuel Gräfe,0,0
1219,Regular Season,Sat,2019-05-11,15:30,Dortmund,1.2,3 2,1.4,Düsseldorf,81365.0,Signal Iduna Park,Tobias Stieler,3,2
1220,Regular Season,Sun,2019-05-12,18:00,Eint Frankfurt,1.3,0 2,1.1,Mainz 05,51500.0,Commerzbank-Arena,Harm Osmers,0,2
1221,Regular Season,Sat,2019-05-18,15:30,Freiburg,1.2,5 1,0.9,Nürnberg,24000.0,Schwarzwald-Stadion,Markus Schmidt,5,1
1222,Regular Season,Sat,2019-05-18,15:30,M'Gladbach,0.4,0 2,2.1,Dortmund,54022.0,Stadion im Borussia-Park,Manuel Gräfe,0,2
1223,Regular Season,Sat,2019-05-18,15:30,Werder Bremen,1.0,2 1,1.4,RB Leipzig,42100.0,Weserstadion,Felix Brych,2,1
1224,Regular Season,Sat,2019-05-18,15:30,Mainz 05,2.7,4 2,1.5,Hoffenheim,28305.0,Opel Arena,Deniz Aytekin,4,2
1225,Regular Season,Sat,2019-05-18,15:30,Bayern Munich,4.3,5 1,0.8,Eint Frankfurt,75000.0,Allianz Arena,Sascha Stegemann,5,1
1226,Regular Season,Sat,2019-05-18,15:30,Hertha BSC,1.3,1 5,2.0,Leverkusen,59287.0,Olympiastadion Berlin,Marco Fritz,1,5
1227,Regular Season,Sat,2019-05-18,15:30,Wolfsburg,2.5,8 1,0.7,Augsburg,24456.0,Volkswagen Arena,Felix Zwayer,8,1
1228,Regular Season,Sat,2019-05-18,15:30,Düsseldorf,2.0,2 1,1.0,Hannover 96,50000.0,Merkur Spielarena,Benjamin Cortus,2,1
1229,Regular Season,Sat,2019-05-18,15:30,Schalke 04,0.8,0 0,1.0,Stuttgart,61676.0,Veltins-Arena,Robert Schröder,0,0
1232,Regular Season,Fri,2017-08-18,20:30,Bayern Munich,2.5,3 1,2.1,Leverkusen,75000.0,Allianz Arena,Tobias Stieler,3,1
1233,Regular Season,Sat,2017-08-19,15:30,Wolfsburg,0.5,0 3,1.1,Dortmund,30000.0,Volkswagen Arena,Robert Hartmann,0,3
1234,Regular Season,Sat,2017-08-19,15:30,Hertha BSC,0.7,2 0,1.2,Stuttgart,44751.0,Olympiastadion Berlin,Sascha Stegemann,2,0
1235,Regular Season,Sat,2017-08-19,15:30,Hoffenheim,1.2,1 0,1.0,Werder Bremen,30150.0,Dietmar-Hopp-Stadion,Guido Winkmann,1,0
1236,Regular Season,Sat,2017-08-19,15:30,Hamburger SV,0.7,1 0,0.6,Augsburg,49449.0,Volksparkstadion,Daniel Siebert,1,0
1237,Regular Season,Sat,2017-08-19,15:30,Mainz 05,0.9,0 1,0.7,Hannover 96,28279.0,Opel Arena,Felix Brych,0,1
1238,Regular Season,Sat,2017-08-19,18:30,Schalke 04,1.6,2 0,0.9,RB Leipzig,61435.0,Veltins-Arena,Felix Zwayer,2,0
1239,Regular Season,Sun,2017-08-20,15:30,Freiburg,0.2,0 0,1.3,Eint Frankfurt,24000.0,Schwarzwald-Stadion,Manuel Gräfe,0,0
1240,Regular Season,Sun,2017-08-20,18:00,M'Gladbach,1.5,1 0,1.0,Köln,54018.0,Stadion im Borussia-Park,Deniz Aytekin,1,0
1241,Regular Season,Fri,2017-08-25,20:30,Köln,2.3,1 3,1.7,Hamburger SV,50000.0,RheinEnergieSTADION,Felix Brych,1,3
1242,Regular Season,Sat,2017-08-26,15:30,Stuttgart,2.3,1 0,0.9,Mainz 05,53100.0,Mercedes-Benz Arena,Benjamin Brand,1,0
1243,Regular Season,Sat,2017-08-26,15:30,Augsburg,3.3,2 2,1.4,M'Gladbach,29243.0,WWK Arena,Sascha Stegemann,2,2
1244,Regular Season,Sat,2017-08-26,15:30,Leverkusen,2.6,2 2,0.7,Hoffenheim,27106.0,BayArena,Harm Osmers,2,2
1245,Regular Season,Sat,2017-08-26,15:30,Eint Frankfurt,1.4,0 1,1.0,Wolfsburg,46000.0,Commerzbank-Arena,Benjamin Cortus,0,1
1246,Regular Season,Sat,2017-08-26,15:30,Werder Bremen,0.4,0 2,1.8,Bayern Munich,42100.0,Weserstadion,Bastian Dankert,0,2
1247,Regular Season,Sat,2017-08-26,18:30,Dortmund,2.2,2 0,0.7,Hertha BSC,80860.0,Signal Iduna Park,Marco Fritz,2,0
1248,Regular Season,Sun,2017-08-27,15:30,RB Leipzig,3.1,4 1,0.4,Freiburg,39265.0,Red Bull Arena,Christian Dingert,4,1
1249,Regular Season,Sun,2017-08-27,18:00,Hannover 96,0.9,1 0,0.4,Schalke 04,49000.0,HDI-Arena,Patrick Ittrich,1,0
1250,Regular Season,Fri,2017-09-08,20:30,Hamburger SV,0.9,0 2,2.4,RB Leipzig,50231.0,Volksparkstadion,Deniz Aytekin,0,2
1251,Regular Season,Sat,2017-09-09,15:30,M'Gladbach,0.9,0 1,0.4,Eint Frankfurt,51431.0,Stadion im Borussia-Park,Robert Kampka,0,1
1252,Regular Season,Sat,2017-09-09,15:30,Mainz 05,1.3,3 1,0.9,Leverkusen,24876.0,Opel Arena,Markus Schmidt,3,1
1253,Regular Season,Sat,2017-09-09,15:30,Freiburg,0.7,0 0,1.6,Dortmund,24000.0,Schwarzwald-Stadion,Benjamin Cortus,0,0
1254,Regular Season,Sat,2017-09-09,15:30,Augsburg,2.0,3 0,0.7,Köln,27510.0,WWK Arena,Tobias Stieler,3,0
1255,Regular Season,Sat,2017-09-09,15:30,Wolfsburg,1.4,1 1,1.0,Hannover 96,27321.0,Volkswagen Arena,Felix Zwayer,1,1
1256,Regular Season,Sat,2017-09-09,18:30,Hoffenheim,0.4,2 0,1.8,Bayern Munich,30150.0,Dietmar-Hopp-Stadion,Daniel Siebert,2,0
1257,Regular Season,Sun,2017-09-10,15:30,Hertha BSC,0.9,1 1,1.1,Werder Bremen,49118.0,Olympiastadion Berlin,Bibiana Steinhaus,1,1
1258,Regular Season,Sun,2017-09-10,18:00,Schalke 04,2.3,3 1,1.3,Stuttgart,61098.0,Veltins-Arena,Frank Willenborg,3,1
1259,Regular Season,Fri,2017-09-15,20:30,Hannover 96,1.8,2 0,0.7,Hamburger SV,49000.0,HDI-Arena,Robert Hartmann,2,0
1260,Regular Season,Sat,2017-09-16,15:30,Werder Bremen,0.9,1 2,0.9,Schalke 04,42100.0,Weserstadion,Benjamin Brand,1,2
1261,Regular Season,Sat,2017-09-16,15:30,Stuttgart,0.9,1 0,0.5,Wolfsburg,50500.0,Mercedes-Benz Arena,Guido Winkmann,1,0
1262,Regular Season,Sat,2017-09-16,15:30,Eint Frankfurt,1.8,1 2,1.0,Augsburg,46500.0,Commerzbank-Arena,Christian Dingert,1,2
1263,Regular Season,Sat,2017-09-16,15:30,Bayern Munich,4.9,4 0,0.7,Mainz 05,75000.0,Allianz Arena,Sascha Stegemann,4,0
1264,Regular Season,Sat,2017-09-16,18:30,RB Leipzig,1.3,2 2,1.7,M'Gladbach,42558.0,Red Bull Arena,Marco Fritz,2,2
1265,Regular Season,Sun,2017-09-17,13:30,Hoffenheim,0.7,1 1,0.8,Hertha BSC,27243.0,Dietmar-Hopp-Stadion,Markus Schmidt,1,1
1266,Regular Season,Sun,2017-09-17,15:30,Leverkusen,2.7,4 0,0.6,Freiburg,26232.0,BayArena,Sven Jablonski,4,0
1267,Regular Season,Sun,2017-09-17,18:00,Dortmund,3.1,5 0,0.5,Köln,81000.0,Signal Iduna Park,Patrick Ittrich,5,0
1268,Regular Season,Tue,2017-09-19,18:30,M'Gladbach,1.3,2 0,0.8,Stuttgart,44063.0,Stadion im Borussia-Park,Sören Storks,2,0
1269,Regular Season,Tue,2017-09-19,20:30,Augsburg,1.1,1 0,0.9,RB Leipzig,26113.0,WWK Arena,Daniel Siebert,1,0
1270,Regular Season,Tue,2017-09-19,20:30,Wolfsburg,1.0,1 1,1.5,Werder Bremen,26174.0,Volkswagen Arena,Felix Brych,1,1
1271,Regular Season,Tue,2017-09-19,20:30,Schalke 04,1.0,0 3,2.3,Bayern Munich,62271.0,Veltins-Arena,Marco Fritz,0,3
1272,Regular Season,Wed,2017-09-20,18:30,Köln,1.7,0 1,1.7,Eint Frankfurt,49000.0,RheinEnergieSTADION,Martin Petersen,0,1
1273,Regular Season,Wed,2017-09-20,20:30,Freiburg,2.2,1 1,1.5,Hannover 96,22900.0,Schwarzwald-Stadion,Tobias Stieler,1,1
1274,Regular Season,Wed,2017-09-20,20:30,Mainz 05,1.3,2 3,1.3,Hoffenheim,23477.0,Opel Arena,Manuel Gräfe,2,3
1275,Regular Season,Wed,2017-09-20,20:30,Hertha BSC,0.8,2 1,0.5,Leverkusen,32825.0,Olympiastadion Berlin,Deniz Aytekin,2,1
1276,Regular Season,Wed,2017-09-20,20:30,Hamburger SV,0.5,0 3,2.7,Dortmund,52962.0,Volksparkstadion,Felix Zwayer,0,3
1277,Regular Season,Fri,2017-09-22,20:30,Bayern Munich,2.9,2 2,1.0,Wolfsburg,75000.0,Allianz Arena,Christian Dingert,2,2
1278,Regular Season,Sat,2017-09-23,15:30,Hoffenheim,2.0,2 0,1.7,Schalke 04,30150.0,Dietmar-Hopp-Stadion,Sascha Stegemann,2,0
1279,Regular Season,Sat,2017-09-23,15:30,Werder Bremen,1.8,0 0,1.3,Freiburg,41000.0,Weserstadion,Robert Hartmann,0,0
1280,Regular Season,Sat,2017-09-23,15:30,RB Leipzig,2.0,2 1,1.1,Eint Frankfurt,40606.0,Red Bull Arena,Benjamin Brand,2,1
1281,Regular Season,Sat,2017-09-23,15:30,Mainz 05,1.1,1 0,0.6,Hertha BSC,23517.0,Opel Arena,Tobias Stieler,1,0
1282,Regular Season,Sat,2017-09-23,15:30,Stuttgart,0.7,0 0,0.8,Augsburg,55202.0,Mercedes-Benz Arena,Harm Osmers,0,0
1283,Regular Season,Sat,2017-09-23,18:30,Dortmund,2.6,6 1,1.3,M'Gladbach,81360.0,Signal Iduna Park,Manuel Gräfe,6,1
1284,Regular Season,Sun,2017-09-24,15:30,Hannover 96,1.3,0 0,1.2,Köln,47000.0,HDI-Arena,Daniel Siebert,0,0
1285,Regular Season,Sun,2017-09-24,18:00,Leverkusen,2.4,3 0,0.5,Hamburger SV,27601.0,BayArena,Robert Kampka,3,0
1286,Regular Season,Fri,2017-09-29,20:30,Schalke 04,1.2,1 1,1.1,Leverkusen,61515.0,Veltins-Arena,Guido Winkmann,1,1
1287,Regular Season,Sat,2017-09-30,15:30,M'Gladbach,2.2,2 1,1.4,Hannover 96,50542.0,Stadion im Borussia-Park,Christian Dingert,2,1
1288,Regular Season,Sat,2017-09-30,15:30,Wolfsburg,0.9,1 1,0.9,Mainz 05,24352.0,Volkswagen Arena,Robert Hartmann,1,1
1289,Regular Season,Sat,2017-09-30,15:30,Augsburg,1.8,1 2,2.4,Dortmund,30660.0,WWK Arena,Marco Fritz,1,2
1290,Regular Season,Sat,2017-09-30,15:30,Eint Frankfurt,1.3,2 1,1.5,Stuttgart,51500.0,Commerzbank-Arena,Felix Brych,2,1
1291,Regular Season,Sat,2017-09-30,18:30,Hamburger SV,1.0,0 0,0.5,Werder Bremen,54613.0,Volksparkstadion,Deniz Aytekin,0,0
1292,Regular Season,Sun,2017-10-01,13:30,Freiburg,1.1,3 2,1.1,Hoffenheim,24000.0,Schwarzwald-Stadion,Daniel Siebert,3,2
1293,Regular Season,Sun,2017-10-01,15:30,Hertha BSC,2.0,2 2,1.8,Bayern Munich,71212.0,Olympiastadion Berlin,Harm Osmers,2,2
1294,Regular Season,Sun,2017-10-01,18:00,Köln,1.7,1 2,2.6,RB Leipzig,48700.0,RheinEnergieSTADION,Felix Zwayer,1,2
1295,Regular Season,Fri,2017-10-13,20:30,Stuttgart,2.6,2 1,1.7,Köln,58716.0,Mercedes-Benz Arena,Benjamin Cortus,2,1
1296,Regular Season,Sat,2017-10-14,15:30,Hoffenheim,1.8,2 2,1.1,Augsburg,27014.0,Dietmar-Hopp-Stadion,Manuel Gräfe,2,2
1297,Regular Season,Sat,2017-10-14,15:30,Hertha BSC,0.3,0 2,1.7,Schalke 04,50590.0,Olympiastadion Berlin,Benjamin Brand,0,2
1298,Regular Season,Sat,2017-10-14,15:30,Bayern Munich,2.0,5 0,0.6,Freiburg,75000.0,Allianz Arena,Frank Willenborg,5,0
1299,Regular Season,Sat,2017-10-14,15:30,Mainz 05,1.1,3 2,1.6,Hamburger SV,30371.0,Opel Arena,Felix Brych,3,2
1300,Regular Season,Sat,2017-10-14,15:30,Hannover 96,1.0,1 2,0.8,Eint Frankfurt,43500.0,HDI-Arena,Bastian Dankert,1,2
1301,Regular Season,Sat,2017-10-14,18:30,Dortmund,3.1,2 3,2.3,RB Leipzig,80100.0,Signal Iduna Park,Deniz Aytekin,2,3
1302,Regular Season,Sun,2017-10-15,15:30,Leverkusen,1.9,2 2,1.5,Wolfsburg,29104.0,BayArena,Patrick Ittrich,2,2
1303,Regular Season,Sun,2017-10-15,18:00,Werder Bremen,1.4,0 2,2.1,M'Gladbach,42100.0,Weserstadion,Markus Schmidt,0,2
1304,Regular Season,Fri,2017-10-20,20:30,Schalke 04,2.0,2 0,0.5,Mainz 05,59476.0,Veltins-Arena,Bibiana Steinhaus,2,0
1305,Regular Season,Sat,2017-10-21,15:30,M'Gladbach,1.9,1 5,2.4,Leverkusen,53053.0,Stadion im Borussia-Park,Bastian Dankert,1,5
1306,Regular Season,Sat,2017-10-21,15:30,Augsburg,1.4,1 2,1.0,Hannover 96,25971.0,WWK Arena,Sascha Stegemann,1,2
1307,Regular Season,Sat,2017-10-21,15:30,Eint Frankfurt,2.4,2 2,2.1,Dortmund,51500.0,Commerzbank-Arena,Robert Hartmann,2,2
1308,Regular Season,Sat,2017-10-21,15:30,RB Leipzig,1.0,1 0,0.6,Stuttgart,42558.0,Red Bull Arena,Sven Jablonski,1,0
1309,Regular Season,Sat,2017-10-21,18:30,Hamburger SV,0.2,0 1,2.3,Bayern Munich,57000.0,Volksparkstadion,Marco Fritz,0,1
1310,Regular Season,Sun,2017-10-22,13:30,Köln,2.0,0 0,1.0,Werder Bremen,50000.0,RheinEnergieSTADION,Robert Kampka,0,0
1311,Regular Season,Sun,2017-10-22,15:30,Freiburg,3.0,1 1,2.0,Hertha BSC,23800.0,Schwarzwald-Stadion,Guido Winkmann,1,1
1312,Regular Season,Sun,2017-10-22,18:00,Wolfsburg,1.5,1 1,1.9,Hoffenheim,23514.0,Volkswagen Arena,Felix Zwayer,1,1
1313,Regular Season,Fri,2017-10-27,20:30,Mainz 05,0.4,1 1,0.8,Eint Frankfurt,33794.0,Opel Arena,Sascha Stegemann,1,1
1314,Regular Season,Sat,2017-10-28,15:30,Hoffenheim,1.0,1 3,1.8,M'Gladbach,30150.0,Dietmar-Hopp-Stadion,Harm Osmers,1,3
1315,Regular Season,Sat,2017-10-28,15:30,Hannover 96,2.6,4 2,1.0,Dortmund,49000.0,HDI-Arena,Patrick Ittrich,4,2
1316,Regular Season,Sat,2017-10-28,15:30,Schalke 04,1.5,1 1,1.3,Wolfsburg,60429.0,Veltins-Arena,Markus Schmidt,1,1
1317,Regular Season,Sat,2017-10-28,15:30,Hertha BSC,0.9,2 1,0.8,Hamburger SV,52131.0,Olympiastadion Berlin,Felix Brych,2,1
1318,Regular Season,Sat,2017-10-28,15:30,Leverkusen,1.9,2 1,0.4,Köln,30210.0,BayArena,Manuel Gräfe,2,1
1319,Regular Season,Sat,2017-10-28,18:30,Bayern Munich,1.9,2 0,0.2,RB Leipzig,75000.0,Allianz Arena,Daniel Siebert,2,0
1320,Regular Season,Sun,2017-10-29,15:30,Werder Bremen,1.1,0 3,2.8,Augsburg,40500.0,Weserstadion,Sören Storks,0,3
1321,Regular Season,Sun,2017-10-29,18:00,Stuttgart,1.3,3 0,0.5,Freiburg,58872.0,Mercedes-Benz Arena,Tobias Stieler,3,0
1322,Regular Season,Fri,2017-11-03,20:30,Eint Frankfurt,2.1,2 1,1.3,Werder Bremen,51500.0,Commerzbank-Arena,Benjamin Brand,2,1
1323,Regular Season,Sat,2017-11-04,15:30,Augsburg,1.2,1 1,0.6,Leverkusen,26133.0,WWK Arena,Christian Dingert,1,1
1324,Regular Season,Sat,2017-11-04,15:30,RB Leipzig,2.1,2 1,1.0,Hannover 96,40461.0,Red Bull Arena,Martin Petersen,2,1
1325,Regular Season,Sat,2017-11-04,15:30,Hamburger SV,1.6,3 1,1.1,Stuttgart,54976.0,Volksparkstadion,Guido Winkmann,3,1
1326,Regular Season,Sat,2017-11-04,15:30,M'Gladbach,0.9,1 1,0.9,Mainz 05,52659.0,Stadion im Borussia-Park,Sven Jablonski,1,1
1327,Regular Season,Sat,2017-11-04,15:30,Freiburg,1.2,0 1,0.7,Schalke 04,24000.0,Schwarzwald-Stadion,Felix Brych,0,1
1328,Regular Season,Sat,2017-11-04,18:30,Dortmund,3.1,1 3,1.5,Bayern Munich,81360.0,Signal Iduna Park,Tobias Stieler,1,3
1329,Regular Season,Sun,2017-11-05,15:30,Köln,1.1,0 3,2.7,Hoffenheim,49200.0,RheinEnergieSTADION,Deniz Aytekin,0,3
1330,Regular Season,Sun,2017-11-05,18:00,Wolfsburg,2.4,3 3,1.5,Hertha BSC,25214.0,Volkswagen Arena,Robert Kampka,3,3
1331,Regular Season,Fri,2017-11-17,20:30,Stuttgart,2.1,2 1,1.9,Dortmund,58932.0,Mercedes-Benz Arena,Frank Willenborg,2,1
1332,Regular Season,Sat,2017-11-18,15:30,Bayern Munich,1.7,3 0,0.5,Augsburg,75000.0,Allianz Arena,Markus Schmidt,3,0
1333,Regular Season,Sat,2017-11-18,15:30,Hoffenheim,1.1,1 1,0.8,Eint Frankfurt,30150.0,Dietmar-Hopp-Stadion,Felix Zwayer,1,1
1334,Regular Season,Sat,2017-11-18,15:30,Leverkusen,2.2,2 2,2.3,RB Leipzig,29218.0,BayArena,Harm Osmers,2,2
