,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee,home goals,away goals
396,Regular Season,Sun,2020-12-06,18:00,Schalke 04,1.3,0 3,2.5,Leverkusen,59831.604166666664,Veltins-Arena,Benjamin Cortus,0,3
397,Regular Season,Mon,2020-12-07,20:30,Hoffenheim,1.4,3 1,0.9,Augsburg,23331.615384615383,PreZero Arena,Florian Badstübner,3,1
398,Regular Season,Fri,2020-12-11,20:30,Wolfsburg,2.8,2 1,1.5,Eint Frankfurt,21075.417910447763,Volkswagen Arena,Markus Schmidt,2,1
399,Regular Season,Sat,2020-12-12,15:30,Freiburg,2.7,2 0,0.2,Arminia,22560.31746031746,Schwarzwald-Stadion,Harm Osmers,2,0
400,Regular Season,Sat,2020-12-12,15:30,Dortmund,0.9,1 5,3.9,Stuttgart,67143.86363636363,Signal Iduna Park,Christian Dingert,1,5
401,Regular Season,Sat,2020-12-12,15:30,Mainz 05,1.7,0 1,1.0,Köln,23826.880597014926,Opel Arena,Felix Zwayer,0,1
402,Regular Season,Sat,2020-12-12,15:30,RB Leipzig,2.7,2 0,0.4,Werder Bremen,35584.32258064516,Red Bull Arena,Sören Storks,2,0
403,Regular Season,Sat,2020-12-12,15:30,M'Gladbach,1.4,1 1,0.5,Hertha BSC,42866.03076923077,Stadion im Borussia-Park,Robert Hartmann,1,1
404,Regular Season,Sat,2020-12-12,18:30,Union Berlin,1.3,1 1,0.9,Bayern Munich,15859.823529411764,Stadion An der Alten Försterei,Bastian Dankert,1,1
405,Regular Season,Sun,2020-12-13,15:30,Augsburg,1.0,2 2,1.9,Schalke 04,25827.93442622951,WWK Arena,Manuel Gräfe,2,2
406,Regular Season,Sun,2020-12-13,18:00,Leverkusen,2.3,4 1,1.6,Hoffenheim,25328.171875,BayArena,Martin Petersen,4,1
407,Regular Season,Tue,2020-12-15,18:30,Eint Frankfurt,2.2,3 3,1.6,M'Gladbach,42213.07692307692,Commerzbank-Arena,Benjamin Cortus,3,3
408,Regular Season,Tue,2020-12-15,20:30,Hertha BSC,0.6,0 0,0.5,Mainz 05,40769.19402985075,Olympiastadion Berlin,Matthias Jöllenbeck,0,0
409,Regular Season,Tue,2020-12-15,20:30,Stuttgart,1.7,2 2,0.8,Union Berlin,44836.25925925926,Mercedes-Benz Arena,Sascha Stegemann,2,2
410,Regular Season,Tue,2020-12-15,20:30,Werder Bremen,0.2,1 2,2.8,Dortmund,38676.5,Weserstadion,Robert Schröder,1,2
411,Regular Season,Wed,2020-12-16,18:30,Schalke 04,0.4,0 2,1.4,Freiburg,59831.604166666664,Veltins-Arena,Sven Jablonski,0,2
412,Regular Season,Wed,2020-12-16,20:30,Köln,0.6,0 4,1.4,Leverkusen,41037.5,RheinEnergieSTADION,Tobias Stieler,0,4
413,Regular Season,Wed,2020-12-16,20:30,Arminia,0.8,0 1,0.6,Augsburg,16144.388888888889,SchücoArena,Patrick Ittrich,0,1
414,Regular Season,Wed,2020-12-16,20:30,Hoffenheim,0.8,0 1,0.3,RB Leipzig,23331.615384615383,PreZero Arena,Daniel Schlager,0,1
415,Regular Season,Wed,2020-12-16,20:30,Bayern Munich,2.0,2 1,1.1,Wolfsburg,65955.64516129032,Allianz Arena,Marco Fritz,2,1
416,Regular Season,Fri,2020-12-18,20:30,Union Berlin,1.1,2 1,1.7,Dortmund,15859.823529411764,Stadion An der Alten Försterei,Harm Osmers,2,1
417,Regular Season,Sat,2020-12-19,15:30,RB Leipzig,2.2,0 0,0.5,Köln,35584.32258064516,Red Bull Arena,Felix Brych,0,0
418,Regular Season,Sat,2020-12-19,15:30,M'Gladbach,1.8,1 2,1.8,Hoffenheim,42866.03076923077,Stadion im Borussia-Park,Frank Willenborg,1,2
419,Regular Season,Sat,2020-12-19,15:30,Schalke 04,0.6,0 1,0.7,Arminia,59831.604166666664,Veltins-Arena,Bastian Dankert,0,1
420,Regular Season,Sat,2020-12-19,15:30,Mainz 05,0.5,0 1,0.9,Werder Bremen,23826.880597014926,Opel Arena,Guido Winkmann,0,1
421,Regular Season,Sat,2020-12-19,15:30,Augsburg,2.0,0 2,1.3,Eint Frankfurt,25827.93442622951,WWK Arena,Daniel Siebert,0,2
422,Regular Season,Sat,2020-12-19,18:30,Leverkusen,0.3,1 2,1.3,Bayern Munich,25328.171875,BayArena,Felix Zwayer,1,2
423,Regular Season,Sun,2020-12-20,15:30,Freiburg,2.8,4 1,1.8,Hertha BSC,22560.31746031746,Schwarzwald-Stadion,Tobias Reichel,4,1
424,Regular Season,Sun,2020-12-20,18:00,Wolfsburg,1.8,1 0,1.7,Stuttgart,21075.417910447763,Volkswagen Arena,Florian Badstübner,1,0
425,Regular Season,Sat,2021-01-02,15:30,Eint Frankfurt,1.4,2 1,0.7,Leverkusen,42213.07692307692,Commerzbank-Arena,Felix Brych,2,1
426,Regular Season,Sat,2021-01-02,15:30,Arminia,0.2,0 1,2.7,M'Gladbach,16144.388888888889,SchücoArena,Sascha Stegemann,0,1
427,Regular Season,Sat,2021-01-02,15:30,Köln,0.5,0 1,1.3,Augsburg,41037.5,RheinEnergieSTADION,Sören Storks,0,1
428,Regular Season,Sat,2021-01-02,15:30,Werder Bremen,1.0,0 2,0.8,Union Berlin,38676.5,Weserstadion,Tobias Stieler,0,2
429,Regular Season,Sat,2021-01-02,15:30,Hoffenheim,1.2,1 3,1.9,Freiburg,23331.615384615383,PreZero Arena,Robert Hartmann,1,3
430,Regular Season,Sat,2021-01-02,18:30,Hertha BSC,2.3,3 0,0.9,Schalke 04,40769.19402985075,Olympiastadion Berlin,Sven Jablonski,3,0
431,Regular Season,Sat,2021-01-02,20:30,Stuttgart,1.1,0 1,3.2,RB Leipzig,44836.25925925926,Mercedes-Benz Arena,Christian Dingert,0,1
432,Regular Season,Sun,2021-01-03,15:30,Dortmund,1.8,2 0,1.6,Wolfsburg,67143.86363636363,Signal Iduna Park,Manuel Gräfe,2,0
433,Regular Season,Sun,2021-01-03,18:00,Bayern Munich,3.5,5 2,1.5,Mainz 05,65955.64516129032,Allianz Arena,Markus Schmidt,5,2
434,Regular Season,Fri,2021-01-08,20:30,M'Gladbach,1.3,3 2,1.4,Bayern Munich,42866.03076923077,Stadion im Borussia-Park,Harm Osmers,3,2
435,Regular Season,Sat,2021-01-09,15:30,Mainz 05,1.2,0 2,2.3,Eint Frankfurt,23826.880597014926,Opel Arena,Bastian Dankert,0,2
436,Regular Season,Sat,2021-01-09,15:30,Schalke 04,2.0,4 0,2.4,Hoffenheim,59831.604166666664,Veltins-Arena,Felix Zwayer,4,0
437,Regular Season,Sat,2021-01-09,15:30,Union Berlin,1.4,2 2,1.8,Wolfsburg,15859.823529411764,Stadion An der Alten Försterei,Patrick Ittrich,2,2
438,Regular Season,Sat,2021-01-09,15:30,Freiburg,2.9,5 0,0.2,Köln,22560.31746031746,Schwarzwald-Stadion,Robert Schröder,5,0
439,Regular Season,Sat,2021-01-09,15:30,Leverkusen,0.8,1 1,0.4,Werder Bremen,25328.171875,BayArena,Benjamin Cortus,1,1
440,Regular Season,Sat,2021-01-09,18:30,RB Leipzig,1.0,1 3,2.2,Dortmund,35584.32258064516,Red Bull Arena,Daniel Siebert,1,3
441,Regular Season,Sun,2021-01-10,15:30,Augsburg,1.0,1 4,4.0,Stuttgart,25827.93442622951,WWK Arena,Daniel Schlager,1,4
442,Regular Season,Sun,2021-01-10,18:00,Arminia,0.8,1 0,0.8,Hertha BSC,16144.388888888889,SchücoArena,Guido Winkmann,1,0
443,Regular Season,Fri,2021-01-15,20:30,Union Berlin,1.3,1 0,1.2,Leverkusen,15859.823529411764,Stadion An der Alten Försterei,Florian Badstübner,1,0
444,Regular Season,Sat,2021-01-16,15:30,Köln,0.4,0 0,0.9,Hertha BSC,41037.5,RheinEnergieSTADION,Frank Willenborg,0,0
445,Regular Season,Sat,2021-01-16,15:30,Wolfsburg,1.2,2 2,2.1,RB Leipzig,21075.417910447763,Volkswagen Arena,Tobias Stieler,2,2
446,Regular Season,Sat,2021-01-16,15:30,Dortmund,2.4,1 1,0.8,Mainz 05,67143.86363636363,Signal Iduna Park,Sven Jablonski,1,1
447,Regular Season,Sat,2021-01-16,15:30,Hoffenheim,0.7,0 0,0.8,Arminia,23331.615384615383,PreZero Arena,Marco Fritz,0,0
448,Regular Season,Sat,2021-01-16,15:30,Werder Bremen,1.2,2 0,0.5,Augsburg,38676.5,Weserstadion,Sascha Stegemann,2,0
449,Regular Season,Sat,2021-01-16,18:30,Stuttgart,2.0,2 2,1.5,M'Gladbach,44836.25925925926,Mercedes-Benz Arena,Felix Brych,2,2
450,Regular Season,Sun,2021-01-17,15:30,Bayern Munich,2.7,2 1,1.0,Freiburg,65955.64516129032,Allianz Arena,Christian Dingert,2,1
451,Regular Season,Sun,2021-01-17,18:00,Eint Frankfurt,1.7,3 1,0.2,Schalke 04,42213.07692307692,Commerzbank-Arena,Manuel Gräfe,3,1
452,Regular Season,Tue,2021-01-19,18:30,M'Gladbach,0.8,1 0,1.1,Werder Bremen,42866.03076923077,Stadion im Borussia-Park,Martin Petersen,1,0
453,Regular Season,Tue,2021-01-19,20:30,Hertha BSC,1.4,0 3,1.3,Hoffenheim,40769.19402985075,Olympiastadion Berlin,Harm Osmers,0,3
454,Regular Season,Tue,2021-01-19,20:30,Leverkusen,1.8,2 1,2.1,Dortmund,25328.171875,BayArena,Felix Zwayer,2,1
455,Regular Season,Tue,2021-01-19,20:30,Mainz 05,0.4,0 2,1.1,Wolfsburg,23826.880597014926,Opel Arena,Sören Storks,0,2
456,Regular Season,Wed,2021-01-20,18:30,Schalke 04,1.4,1 2,1.6,Köln,59831.604166666664,Veltins-Arena,Daniel Siebert,1,2
457,Regular Season,Wed,2021-01-20,20:30,Freiburg,0.7,2 2,1.4,Eint Frankfurt,22560.31746031746,Schwarzwald-Stadion,Guido Winkmann,2,2
458,Regular Season,Wed,2021-01-20,20:30,RB Leipzig,1.4,1 0,0.3,Union Berlin,35584.32258064516,Red Bull Arena,Markus Schmidt,1,0
459,Regular Season,Wed,2021-01-20,20:30,Augsburg,1.2,0 1,2.0,Bayern Munich,25827.93442622951,WWK Arena,Matthias Jöllenbeck,0,1
460,Regular Season,Wed,2021-01-20,20:30,Arminia,2.2,3 0,0.9,Stuttgart,16144.388888888889,SchücoArena,Robert Hartmann,3,0
461,Regular Season,Fri,2021-01-22,20:30,M'Gladbach,1.8,4 2,1.2,Dortmund,42866.03076923077,Stadion im Borussia-Park,Manuel Gräfe,4,2
462,Regular Season,Sat,2021-01-23,15:30,Leverkusen,1.0,0 1,1.1,Wolfsburg,25328.171875,BayArena,Marco Fritz,0,1
463,Regular Season,Sat,2021-01-23,15:30,Augsburg,1.0,2 1,1.5,Union Berlin,25827.93442622951,WWK Arena,Felix Brych,2,1
464,Regular Season,Sat,2021-01-23,15:30,Arminia,0.6,1 5,2.4,Eint Frankfurt,16144.388888888889,SchücoArena,Robert Schröder,1,5
465,Regular Season,Sat,2021-01-23,15:30,Mainz 05,1.6,3 2,1.4,RB Leipzig,23826.880597014926,Opel Arena,Christian Dingert,3,2
466,Regular Season,Sat,2021-01-23,15:30,Freiburg,1.2,2 1,2.5,Stuttgart,22560.31746031746,Schwarzwald-Stadion,Tobias Stieler,2,1
467,Regular Season,Sat,2021-01-23,18:30,Hertha BSC,1.9,1 4,1.5,Werder Bremen,40769.19402985075,Olympiastadion Berlin,Daniel Schlager,1,4
468,Regular Season,Sun,2021-01-24,15:30,Schalke 04,0.7,0 4,3.1,Bayern Munich,59831.604166666664,Veltins-Arena,Sascha Stegemann,0,4
469,Regular Season,Sun,2021-01-24,18:00,Hoffenheim,2.2,3 0,2.0,Köln,23331.615384615383,PreZero Arena,Sven Jablonski,3,0
470,Regular Season,Fri,2021-01-29,20:30,Stuttgart,1.0,2 0,0.5,Mainz 05,44836.25925925926,Mercedes-Benz Arena,Frank Willenborg,2,0
471,Regular Season,Sat,2021-01-30,15:30,Union Berlin,0.5,1 1,0.9,M'Gladbach,15859.823529411764,Stadion An der Alten Försterei,Bastian Dankert,1,1
472,Regular Season,Sat,2021-01-30,15:30,Eint Frankfurt,2.3,3 1,0.5,Hertha BSC,42213.07692307692,Commerzbank-Arena,Florian Badstübner,3,1
473,Regular Season,Sat,2021-01-30,15:30,Werder Bremen,0.7,1 1,0.3,Schalke 04,38676.5,Weserstadion,Sören Storks,1,1
474,Regular Season,Sat,2021-01-30,15:30,Dortmund,1.9,3 1,0.5,Augsburg,67143.86363636363,Signal Iduna Park,Patrick Ittrich,3,1
475,Regular Season,Sat,2021-01-30,15:30,Bayern Munich,2.0,4 1,2.1,Hoffenheim,65955.64516129032,Allianz Arena,Benjamin Cortus,4,1
476,Regular Season,Sat,2021-01-30,18:30,RB Leipzig,1.7,1 0,0.5,Leverkusen,35584.32258064516,Red Bull Arena,Harm Osmers,1,0
477,Regular Season,Sun,2021-01-31,15:30,Köln,1.7,3 1,1.5,Arminia,41037.5,RheinEnergieSTADION,Felix Zwayer,3,1
478,Regular Season,Sun,2021-01-31,18:00,Wolfsburg,2.3,3 0,0.7,Freiburg,21075.417910447763,Volkswagen Arena,Tobias Reichel,3,0
479,Regular Season,Fri,2021-02-05,20:00,Hertha BSC,1.4,0 1,2.4,Bayern Munich,40769.19402985075,Olympiastadion Berlin,Robert Schröder,0,1
480,Regular Season,Sat,2021-02-06,15:30,Mainz 05,1.9,1 0,0.8,Union Berlin,23826.880597014926,Opel Arena,Sascha Stegemann,1,0
481,Regular Season,Sat,2021-02-06,15:30,Schalke 04,0.2,0 3,2.1,RB Leipzig,59831.604166666664,Veltins-Arena,Martin Petersen,0,3
482,Regular Season,Sat,2021-02-06,15:30,Freiburg,0.2,2 1,1.5,Dortmund,22560.31746031746,Schwarzwald-Stadion,Felix Brych,2,1
483,Regular Season,Sat,2021-02-06,15:30,Augsburg,0.6,0 2,2.3,Wolfsburg,25827.93442622951,WWK Arena,Robert Hartmann,0,2
484,Regular Season,Sat,2021-02-06,15:30,Leverkusen,3.9,5 2,1.5,Stuttgart,25328.171875,BayArena,Sven Jablonski,5,2
485,Regular Season,Sat,2021-02-06,18:30,M'Gladbach,0.8,1 2,0.5,Köln,42866.03076923077,Stadion im Borussia-Park,Christian Dingert,1,2
486,Regular Season,Sun,2021-02-07,15:30,Hoffenheim,0.9,1 3,1.0,Eint Frankfurt,23331.615384615383,PreZero Arena,Daniel Siebert,1,3
487,Regular Season,Fri,2021-02-12,20:30,RB Leipzig,2.9,2 1,0.9,Augsburg,35584.32258064516,Red Bull Arena,Felix Zwayer,2,1
488,Regular Season,Sat,2021-02-13,15:30,Stuttgart,1.3,1 1,1.4,Hertha BSC,44836.25925925926,Mercedes-Benz Arena,Harm Osmers,1,1
489,Regular Season,Sat,2021-02-13,15:30,Leverkusen,1.3,2 2,2.5,Mainz 05,25328.171875,BayArena,Guido Winkmann,2,2
490,Regular Season,Sat,2021-02-13,15:30,Werder Bremen,0.7,0 0,0.8,Freiburg,38676.5,Weserstadion,Manuel Gräfe,0,0
491,Regular Season,Sat,2021-02-13,15:30,Dortmund,1.7,2 2,2.6,Hoffenheim,67143.86363636363,Signal Iduna Park,Bastian Dankert,2,2
492,Regular Season,Sat,2021-02-13,18:30,Union Berlin,2.3,0 0,0.4,Schalke 04,15859.823529411764,Stadion An der Alten Försterei,Daniel Schlager,0,0
493,Regular Season,Sun,2021-02-14,15:30,Eint Frankfurt,2.0,2 0,0.4,Köln,42213.07692307692,Commerzbank-Arena,Frank Willenborg,2,0
494,Regular Season,Sun,2021-02-14,18:00,Wolfsburg,0.8,0 0,0.6,M'Gladbach,21075.417910447763,Volkswagen Arena,Tobias Stieler,0,0
495,Regular Season,Mon,2021-02-15,20:30,Bayern Munich,2.1,3 3,1.2,Arminia,65955.64516129032,Allianz Arena,Florian Badstübner,3,3
496,Regular Season,Fri,2021-02-19,20:30,Arminia,0.6,0 3,1.1,Wolfsburg,16144.388888888889,SchücoArena,Felix Brych,0,3
497,Regular Season,Sat,2021-02-20,15:30,Freiburg,0.4,0 1,1.2,Union Berlin,22560.31746031746,Schwarzwald-Stadion,Sören Storks,0,1
498,Regular Season,Sat,2021-02-20,15:30,M'Gladbach,0.8,1 2,0.7,Mainz 05,42866.03076923077,Stadion im Borussia-Park,Markus Schmidt,1,2
499,Regular Season,Sat,2021-02-20,15:30,Eint Frankfurt,1.1,2 1,2.0,Bayern Munich,42213.07692307692,Commerzbank-Arena,Sascha Stegemann,2,1
500,Regular Season,Sat,2021-02-20,15:30,Köln,0.7,0 1,0.5,Stuttgart,41037.5,RheinEnergieSTADION,Benjamin Cortus,0,1
501,Regular Season,Sat,2021-02-20,18:30,Schalke 04,0.8,0 4,1.7,Dortmund,59831.604166666664,Veltins-Arena,Daniel Siebert,0,4
502,Regular Season,Sun,2021-02-21,13:30,Augsburg,1.5,1 1,0.5,Leverkusen,25827.93442622951,WWK Arena,Christian Dingert,1,1
503,Regular Season,Sun,2021-02-21,15:30,Hertha BSC,0.6,0 3,1.0,RB Leipzig,40769.19402985075,Olympiastadion Berlin,Sven Jablonski,0,3
504,Regular Season,Sun,2021-02-21,18:00,Hoffenheim,1.7,4 0,0.1,Werder Bremen,23331.615384615383,PreZero Arena,Robert Schröder,4,0
505,Regular Season,Fri,2021-02-26,20:30,Werder Bremen,1.0,2 1,0.9,Eint Frankfurt,38676.5,Weserstadion,Robert Hartmann,2,1
506,Regular Season,Sat,2021-02-27,15:30,Bayern Munich,2.1,5 1,1.0,Köln,65955.64516129032,Allianz Arena,Martin Petersen,5,1
507,Regular Season,Sat,2021-02-27,15:30,Dortmund,3.6,3 0,0.6,Arminia,67143.86363636363,Signal Iduna Park,Tobias Reichel,3,0
508,Regular Season,Sat,2021-02-27,15:30,Stuttgart,2.5,5 1,1.5,Schalke 04,44836.25925925926,Mercedes-Benz Arena,Guido Winkmann,5,1
509,Regular Season,Sat,2021-02-27,15:30,Wolfsburg,0.5,2 0,1.2,Hertha BSC,21075.417910447763,Volkswagen Arena,Bastian Dankert,2,0
510,Regular Season,Sat,2021-02-27,18:30,RB Leipzig,1.8,3 2,1.3,M'Gladbach,35584.32258064516,Red Bull Arena,Manuel Gräfe,3,2
511,Regular Season,Sun,2021-02-28,13:30,Union Berlin,1.0,1 1,1.3,Hoffenheim,15859.823529411764,Stadion An der Alten Försterei,Tobias Stieler,1,1
512,Regular Season,Sun,2021-02-28,15:30,Mainz 05,0.6,0 1,1.6,Augsburg,23826.880597014926,Opel Arena,Daniel Schlager,0,1
513,Regular Season,Sun,2021-02-28,18:00,Leverkusen,1.6,1 2,1.4,Freiburg,25328.171875,BayArena,Felix Zwayer,1,2
514,Regular Season,Fri,2021-03-05,20:30,Schalke 04,0.2,0 0,1.1,Mainz 05,59831.604166666664,Veltins-Arena,Felix Brych,0,0
515,Regular Season,Sat,2021-03-06,15:30,Hertha BSC,2.3,2 1,0.4,Augsburg,40769.19402985075,Olympiastadion Berlin,Florian Badstübner,2,1
516,Regular Season,Sat,2021-03-06,15:30,M'Gladbach,0.6,0 1,1.5,Leverkusen,42866.03076923077,Stadion im Borussia-Park,Daniel Siebert,0,1
517,Regular Season,Sat,2021-03-06,15:30,Hoffenheim,1.1,2 1,1.9,Wolfsburg,23331.615384615383,PreZero Arena,Markus Schmidt,2,1
518,Regular Season,Sat,2021-03-06,15:30,Eint Frankfurt,1.6,1 1,0.5,Stuttgart,42213.07692307692,Commerzbank-Arena,Robert Schröder,1,1
519,Regular Season,Sat,2021-03-06,15:30,Freiburg,0.1,0 3,1.8,RB Leipzig,22560.31746031746,Schwarzwald-Stadion,Guido Winkmann,0,3
520,Regular Season,Sat,2021-03-06,18:30,Bayern Munich,2.9,4 2,0.6,Dortmund,65955.64516129032,Allianz Arena,Marco Fritz,4,2
521,Regular Season,Sun,2021-03-07,15:30,Köln,1.6,1 1,1.3,Werder Bremen,41037.5,RheinEnergieSTADION,Matthias Jöllenbeck,1,1
522,Regular Season,Sun,2021-03-07,18:00,Arminia,0.5,0 0,0.8,Union Berlin,16144.388888888889,SchücoArena,Harm Osmers,0,0
523,Regular Season,Wed,2021-03-10,18:30,Arminia,2.6,0 2,1.5,Werder Bremen,16144.388888888889,SchücoArena,Markus Schmidt,0,2
524,Regular Season,Fri,2021-03-12,20:30,Augsburg,1.6,3 1,3.0,M'Gladbach,25827.93442622951,WWK Arena,Sven Jablonski,3,1
525,Regular Season,Sat,2021-03-13,15:30,Mainz 05,1.7,1 0,0.9,Freiburg,23826.880597014926,Opel Arena,Benjamin Cortus,1,0
526,Regular Season,Sat,2021-03-13,15:30,Union Berlin,2.3,2 1,1.3,Köln,15859.823529411764,Stadion An der Alten Försterei,Deniz Aytekin,2,1
527,Regular Season,Sat,2021-03-13,15:30,Werder Bremen,1.2,1 3,3.0,Bayern Munich,38676.5,Weserstadion,Manuel Gräfe,1,3
528,Regular Season,Sat,2021-03-13,15:30,Wolfsburg,1.7,5 0,0.2,Schalke 04,21075.417910447763,Volkswagen Arena,Sören Storks,5,0
529,Regular Season,Sat,2021-03-13,18:30,Dortmund,1.4,2 0,0.4,Hertha BSC,67143.86363636363,Signal Iduna Park,Martin Petersen,2,0
530,Regular Season,Sun,2021-03-14,13:30,Leverkusen,2.5,1 2,1.5,Arminia,25328.171875,BayArena,Sascha Stegemann,1,2
531,Regular Season,Sun,2021-03-14,15:30,RB Leipzig,1.8,1 1,1.0,Eint Frankfurt,35584.32258064516,Red Bull Arena,Felix Zwayer,1,1
532,Regular Season,Sun,2021-03-14,18:00,Stuttgart,0.8,2 0,1.1,Hoffenheim,44836.25925925926,Mercedes-Benz Arena,Christian Dingert,2,0
533,Regular Season,Fri,2021-03-19,20:30,Arminia,0.3,0 1,2.8,RB Leipzig,16144.388888888889,SchücoArena,Frank Willenborg,0,1
534,Regular Season,Sat,2021-03-20,15:30,Werder Bremen,0.7,1 2,1.6,Wolfsburg,38676.5,Weserstadion,Robert Schröder,1,2
535,Regular Season,Sat,2021-03-20,15:30,Bayern Munich,2.2,4 0,0.8,Stuttgart,65955.64516129032,Allianz Arena,Daniel Schlager,4,0
536,Regular Season,Sat,2021-03-20,15:30,Eint Frankfurt,2.4,5 2,2.8,Union Berlin,42213.07692307692,Commerzbank-Arena,Markus Schmidt,5,2
537,Regular Season,Sat,2021-03-20,15:30,Köln,1.4,2 2,1.8,Dortmund,41037.5,RheinEnergieSTADION,Daniel Siebert,2,2
538,Regular Season,Sat,2021-03-20,18:30,Schalke 04,0.2,0 3,2.4,M'Gladbach,59831.604166666664,Veltins-Arena,Tobias Stieler,0,3
539,Regular Season,Sun,2021-03-21,13:30,Hoffenheim,1.3,1 2,3.5,Mainz 05,23331.615384615383,PreZero Arena,Marco Fritz,1,2
540,Regular Season,Sun,2021-03-21,15:30,Hertha BSC,1.9,3 0,1.9,Leverkusen,40769.19402985075,Olympiastadion Berlin,Felix Brych,3,0
541,Regular Season,Sun,2021-03-21,18:00,Freiburg,1.4,2 0,1.0,Augsburg,22560.31746031746,Schwarzwald-Stadion,Bastian Dankert,2,0
542,Regular Season,Sat,2021-04-03,15:30,Dortmund,1.7,1 2,1.4,Eint Frankfurt,67143.86363636363,Signal Iduna Park,Manuel Gräfe,1,2
543,Regular Season,Sat,2021-04-03,15:30,Wolfsburg,0.8,1 0,1.2,Köln,21075.417910447763,Volkswagen Arena,Robert Hartmann,1,0
544,Regular Season,Sat,2021-04-03,15:30,Augsburg,0.6,2 1,1.0,Hoffenheim,25827.93442622951,WWK Arena,Guido Winkmann,2,1
545,Regular Season,Sat,2021-04-03,15:30,Mainz 05,1.8,1 1,0.5,Arminia,23826.880597014926,Opel Arena,Deniz Aytekin,1,1
546,Regular Season,Sat,2021-04-03,15:30,Leverkusen,0.7,2 1,0.6,Schalke 04,25328.171875,BayArena,Sven Jablonski,2,1
547,Regular Season,Sat,2021-04-03,18:30,RB Leipzig,0.7,0 1,0.6,Bayern Munich,35584.32258064516,Red Bull Arena,Daniel Siebert,0,1
548,Regular Season,Sat,2021-04-03,20:30,M'Gladbach,1.9,2 1,1.7,Freiburg,42866.03076923077,Stadion im Borussia-Park,Christian Dingert,2,1
549,Regular Season,Sun,2021-04-04,15:30,Stuttgart,0.8,1 0,0.6,Werder Bremen,44836.25925925926,Mercedes-Benz Arena,Felix Zwayer,1,0
550,Regular Season,Sun,2021-04-04,18:00,Union Berlin,0.5,1 1,0.9,Hertha BSC,15859.823529411764,Stadion An der Alten Försterei,Sascha Stegemann,1,1
551,Regular Season,Fri,2021-04-09,20:30,Arminia,1.4,1 0,0.6,Freiburg,16144.388888888889,SchücoArena,Martin Petersen,1,0
552,Regular Season,Sat,2021-04-10,15:30,Hertha BSC,1.6,2 2,1.3,M'Gladbach,40769.19402985075,Olympiastadion Berlin,Patrick Ittrich,2,2
553,Regular Season,Sat,2021-04-10,15:30,Werder Bremen,1.4,1 4,1.6,RB Leipzig,38676.5,Weserstadion,Florian Badstübner,1,4
554,Regular Season,Sat,2021-04-10,15:30,Eint Frankfurt,1.6,4 3,1.8,Wolfsburg,42213.07692307692,Commerzbank-Arena,Marco Fritz,4,3
555,Regular Season,Sat,2021-04-10,15:30,Bayern Munich,1.0,1 1,1.1,Union Berlin,65955.64516129032,Allianz Arena,Tobias Stieler,1,1
556,Regular Season,Sat,2021-04-10,18:30,Stuttgart,1.4,2 3,1.3,Dortmund,44836.25925925926,Mercedes-Benz Arena,Robert Schröder,2,3
557,Regular Season,Sun,2021-04-11,15:30,Schalke 04,0.7,1 0,0.9,Augsburg,59831.604166666664,Veltins-Arena,Harm Osmers,1,0
558,Regular Season,Sun,2021-04-11,18:00,Köln,2.5,2 3,1.7,Mainz 05,41037.5,RheinEnergieSTADION,Felix Brych,2,3
559,Regular Season,Mon,2021-04-12,20:30,Hoffenheim,0.1,0 0,0.6,Leverkusen,23331.615384615383,PreZero Arena,Matthias Jöllenbeck,0,0
560,Regular Season,Fri,2021-04-16,20:30,RB Leipzig,1.3,0 0,0.2,Hoffenheim,35584.32258064516,Red Bull Arena,Manuel Gräfe,0,0
561,Regular Season,Sat,2021-04-17,15:30,Augsburg,0.6,0 0,0.7,Arminia,25827.93442622951,WWK Arena,Markus Schmidt,0,0
562,Regular Season,Sat,2021-04-17,15:30,Freiburg,2.0,4 0,0.7,Schalke 04,22560.31746031746,Schwarzwald-Stadion,Tobias Reichel,4,0
563,Regular Season,Sat,2021-04-17,15:30,Wolfsburg,1.2,2 3,2.1,Bayern Munich,21075.417910447763,Volkswagen Arena,Felix Zwayer,2,3
564,Regular Season,Sat,2021-04-17,15:30,Union Berlin,1.4,2 1,0.7,Stuttgart,15859.823529411764,Stadion An der Alten Försterei,Benjamin Cortus,2,1
565,Regular Season,Sat,2021-04-17,15:30,M'Gladbach,2.1,4 0,0.9,Eint Frankfurt,42866.03076923077,Stadion im Borussia-Park,Deniz Aytekin,4,0
566,Regular Season,Sat,2021-04-17,18:30,Leverkusen,1.8,3 0,1.2,Köln,25328.171875,BayArena,Sören Storks,3,0
567,Regular Season,Sun,2021-04-18,15:30,Dortmund,2.9,4 1,0.9,Werder Bremen,67143.86363636363,Signal Iduna Park,Bastian Dankert,4,1
568,Regular Season,Tue,2021-04-20,18:30,Köln,0.7,2 1,2.5,RB Leipzig,41037.5,RheinEnergieSTADION,Frank Willenborg,2,1
569,Regular Season,Tue,2021-04-20,20:30,Arminia,1.9,1 0,0.3,Schalke 04,16144.388888888889,SchücoArena,Christian Dingert,1,0
570,Regular Season,Tue,2021-04-20,20:30,Bayern Munich,1.7,2 0,0.4,Leverkusen,65955.64516129032,Allianz Arena,Guido Winkmann,2,0
571,Regular Season,Tue,2021-04-20,20:30,Eint Frankfurt,1.1,2 0,1.6,Augsburg,42213.07692307692,Commerzbank-Arena,Robert Schröder,2,0
